,Unnamed: 0.1,CNN,PRIMARY_ST,start_loc,end_loc,count,DATE,lat_x,lon_x,lat_y,lon_y
0,0,10816201,QUESADA AVE,3RD ST,NEWHALL ST,298,1/8/2014,37.7770808,-122.3905503,37.7424511,-122.384306
1,5,10816101,QUESADA AVE,3RD ST,NEWHALL ST,342,1/8/2014,37.7770808,-122.3905503,37.7424511,-122.384306
2,10,8166000,LATONA ST,THORNTON AVE,BAYVIEW ST,198,1/8/2014,37.731435,-122.397697,37.73094155,-122.39261241017476
3,12,8166000,LATONA ST,THORNTON AVE,BAYVIEW ST,361,1/8/2014,37.731435,-122.397697,37.73094155,-122.39261241017476
4,14,3300000,BRYANT ST,9TH ST,10TH ST,13635,1/8/2014,37.7714486,-122.408193,37.7689546,-122.4080707
5,16,9031002,MILTON ST,SAN JOSE AVE,BOSWORTH ST,462,1/14/2014,37.7406904,-122.423847,37.7334738,-122.4293591
6,26,9031002,MILTON ST,SAN JOSE AVE,BOSWORTH ST,448,1/15/2014,37.7406904,-122.423847,37.7334738,-122.4293591
7,31,9031002,MILTON ST,SAN JOSE AVE,BOSWORTH ST,441,1/16/2014,37.7406904,-122.423847,37.7334738,-122.4293591
8,34,107000,1ST STREET,HOWARD ST,FOLSOM ST,23850,1/20/2014,37.7533575,-122.4163747,37.7842222,-122.3984442
9,35,8018000,LAKE ST,10TH AVE,11TH AVE,4328,2/24/2014,37.7734042,-122.4680492,37.7769911,-122.4693775
10,37,4806101,DIVISADERO ST,GOLDEN GATE AVE,MCALLISTER ST,10381,3/27/2014,37.7817657,-122.4147017,37.7775839,-122.4384373
11,42,4806101,DIVISADERO ST,GOLDEN GATE AVE,MCALLISTER ST,10209,3/27/2014,37.7817657,-122.4147017,37.7775839,-122.4384373
12,44,8018000,LAKE ST,10TH AVE,11TH AVE,4505,4/3/2014,37.7734042,-122.4680492,37.7769911,-122.4693775
13,45,8011000,LAKE ST,4TH AVE,3RD AVE,4580,4/3/2014,37.7792019,-122.4620198,37.766145,-122.459971
14,46,8011000,LAKE ST,4TH AVE,3RD AVE,4387,4/3/2014,37.7792019,-122.4620198,37.766145,-122.459971
15,47,8018000,LAKE ST,10TH AVE,11TH AVE,4433,4/3/2014,37.7734042,-122.4680492,37.7769911,-122.4693775
16,49,8315000,LEVANT ST,STATES ST,LOWER TERRACE,213,4/3/2014,37.7634194,-122.4360944,37.7632653,-122.4419965
17,50,8315000,LEVANT ST,STATES ST,LOWER TERRACE,172,4/3/2014,37.7634194,-122.4360944,37.7632653,-122.4419965
18,52,8018000,LAKE ST,10TH AVE,11TH AVE,4360,4/24/2014,37.7734042,-122.4680492,37.7769911,-122.4693775
19,63,5679000,FOLSOM ST,4TH ST,5TH ST,19695,5/14/2014,37.7821627,-122.400841,37.7803581,-122.403142
20,64,7048000,HOWARD,7TH ST,8TH ST,12437,5/14/2014,37.7729902,-122.4031376,37.7787088,-122.4147492
21,65,7039001,HOWARD ST,4TH ST,5TH ST,18240,5/14/2014,37.7782151,-122.3965161,37.7793138,-122.4021849
22,66,5679000,FOLSOM ST,9TH ST,10TH ST,16800,5/14/2014,37.77389555,-122.41141117758136,37.7689546,-122.4080707
23,67,9096002,MISSION ST,4TH ST,5TH ST,9227,5/15/2014,37.7846454,-122.4039142,37.7824103,-122.4070623
24,68,3300000,BRYANT ST,9TH ST,10TH ST,14607,5/15/2014,37.7714486,-122.408193,37.7689546,-122.4080707
25,69,6012000,GARFIELD ST,RALSTON ST,BYXBEE ST,1219,5/15/2014,37.7178883,-122.468941,37.7195958,-122.4699723
26,71,6009000,GARFIELD ST,RAMSELL ST,ARCH ST,1503,5/15/2014,37.7107555,-122.4661897,37.7114665,-122.4669896
27,72,6014000,GARFIELD ST,MONTICELLO ST,BEVERLY ST,1148,5/15/2014,37.7195779,-122.4707582,37.7197079,-122.471561
28,74,9096002,MISSION ST,4TH ST,5TH ST,8813,5/15/2014,37.7846454,-122.4039142,37.7824103,-122.4070623
29,75,2969000,BEVERLY ST,GARFIELD ST,HOLLOWAY ST,546,5/15/2014,37.7197329,-122.471738,37.7215875,-122.471797
30,77,6014000,GARFIELD ST,MONTICELLO ST,BEVERLY ST,1461,5/15/2014,37.7195779,-122.4707582,37.7197079,-122.471561
31,78,6012000,GARFIELD ST,RALSTON ST,BYXBEE ST,1401,5/15/2014,37.7178883,-122.468941,37.7195958,-122.4699723
32,79,9021000,MIGUEL ST,BEMIS ST,BEACON ST,604,5/15/2014,37.7384132,-122.4287443,37.740838,-122.432936
33,80,2969000,BEVERLY ST,GARFIELD ST,HOLLOWAY ST,739,5/15/2014,37.7197329,-122.471738,37.7215875,-122.471797
34,81,9021000,MIGUEL ST,BEMIS ST,BEACON ST,631,5/15/2014,37.7384132,-122.4287443,37.740838,-122.432936
35,82,3285000,BRYANT ST,4TH ST,5TH ST,8704,5/22/2014,37.7793958,-122.398165,37.7780096,-122.399904
36,84,6734000,HARRISON,9TH ST,10TH ST,15806,5/22/2014,37.776714,-122.4153262,37.7689546,-122.4080707
37,85,7053000,HOWARD ST,9TH ST,10TH ST,12413,5/22/2014,37.776714,-122.4153262,37.7689546,-122.4080707
38,86,9106000,MISSION ST,9TH ST,10TH ST,7416,5/22/2014,37.7761223,-122.415024,37.7689546,-122.4080707
39,87,9106000,MISSION ST,9TH ST,10TH ST,7915,5/22/2014,37.7761223,-122.415024,37.7689546,-122.4080707
40,88,4215000,CLIPPER ST,CASTRO ST,DIAMOND ST,3727,8/5/2014,37.762413,-122.4351739,37.7331279,-122.4342876
41,89,816000,17TH ST,ORD ST,TEMPLE ST,7201,8/5/2014,37.8010025,-122.4599365,37.7623626,-122.4432531
42,90,816000,17TH ST,ORD ST,TEMPLE ST,5281,8/5/2014,37.8010025,-122.4599365,37.7623626,-122.4432531
43,91,4215000,CLIPPER ST,CASTRO ST,DIAMOND ST,4003,8/5/2014,37.762413,-122.4351739,37.7486862,-122.436003
44,92,818000,17TH ST,TEMPLE ST,MARS ST,5227,8/5/2014,37.7623626,-122.4432531,37.7612867,-122.4446056
45,93,7508000,JERSEY ST,CHURCH ST,DOLORES ST,425,8/5/2014,37.7672666,-122.4292613,37.7414969,-122.4240961
46,94,13040000,UTAH ST,MARIPOSA ST,18TH ST,336,8/5/2014,37.7640787,-122.393092,37.761385,-122.4268241
47,95,818000,17TH ST,TEMPLE ST,MARS ST,7006,8/5/2014,37.7623626,-122.4432531,37.7612867,-122.4446056
48,96,13040000,UTAH ST,MARIPOSA ST,18TH ST,494,8/5/2014,37.7640787,-122.393092,37.761385,-122.4268241
49,103,13049000,VALDEZ AVE,MANGELS AVE,MONTEREY BLVD,107,8/5/2014,37.7330722,-122.4484172,37.7314679,-122.455646
50,104,552000,14TH AVE,LAKE ST,WEDEMEYER ST,1021,8/5/2014,37.7857054,-122.48623,37.7889504,-122.4756447
51,105,7508000,JERSEY ST,CHURCH ST,DOLORES ST,327,8/5/2014,37.7672666,-122.4292613,37.7414969,-122.4240961
52,107,13049000,VALDEZ AVE,MANGELS AVE,MONTEREY BLVD,71,8/5/2014,37.7330722,-122.4484172,37.7314679,-122.455646
53,109,552000,14TH AVE,LAKE ST,WEDEMEYER ST,55,8/5/2014,37.7857054,-122.48623,37.7889504,-122.4756447
54,110,6904000,HICKORY ST,WEBSTER ST,BUCHANAN ST,206,8/5/2014,37.7806563,-122.4303536,37.7817772,-122.4290408
55,111,9786000,OAKDALE AVE,MENDELL ST,LANE ST,1523,8/27/2014,37.7420707,-122.3839281,37.7311383,-122.3906549
56,112,9786000,OAKDALE AVE,MENDELL ST,LANE ST,1935,8/27/2014,37.7420707,-122.3839281,37.7311383,-122.3906549
57,113,9021000,MIGUEL ST,BEACON ST,BEMIS ST,641,8/27/2014,37.740838,-122.432936,37.7384132,-122.4287443
58,114,9021000,MIGUEL ST,BEACON ST,BEMIS ST,534,8/27/2014,37.740838,-122.432936,37.7384132,-122.4287443
59,115,11439102,SAN JOSE AVE NB,MILTON ST,ST MARY'S AVE,18287,9/9/2014,37.733834,-122.4294989,37.7345217,-122.427413
60,116,9031002,MILTON ST,SAN JOSE AVE,BOSWORTH ST,433,9/9/2014,37.7406904,-122.423847,37.7338987,-122.4357554
61,117,6909000,HIGHLAND AVE,ARLINGTON ST,MISSION ST,627,9/9/2014,37.7335646,-122.4323033,37.7310909,-122.4289637
62,118,6909000,HIGHLAND AVE,ARLINGTON ST,MISSION ST,598,9/9/2014,37.7335646,-122.4323033,37.7310909,-122.4289637
63,121,5831000,FRANKLIN ST,BROADWAY ST,PACIFIC ST,99846,9/9/2014,37.7985429,-122.4391739,37.7953414,-122.4183024
64,122,5836000,FRANKLIN ST,GREENWICH ST,FILBERT ST,73742,9/9/2014,37.7985429,-122.4391739,37.8011476,-122.411219
65,123,6343000,GOUGH ST,BROADWAY ST,PACIFIC ST,3134,9/9/2014,37.7985429,-122.4391739,37.7953414,-122.4183024
66,127,7980000,LAGUNA ST,GREENWICH ST,FILBERT ST,8277,9/9/2014,37.7985429,-122.4391739,37.8011476,-122.411219
67,128,7980000,LAGUNA ST,GREENWICH ST,FILBERT ST,12628,9/9/2014,37.7985429,-122.4391739,37.8011476,-122.411219
68,129,8146000,LARKIN ST,BROADWAY ST,PACIFIC ST,8323,9/9/2014,37.7985429,-122.4391739,37.7953414,-122.4183024
69,134,10560000,POLK ST,GEARY BLVD,O'FARRELL ST,14525,9/9/2014,37.7829218,-122.443126,37.7850988,-122.4196882
70,135,10560000,POLK ST,GEARY BLVD,O'FARRELL ST,29785,9/9/2014,37.7829218,-122.443126,37.7850988,-122.4196882
71,136,10581000,POLK ST,GREENWICH ST,FILBERT ST,10674,9/9/2014,37.7985429,-122.4391739,37.8011476,-122.411219
72,137,10581000,POLK ST,GREENWICH ST,FILBERT ST,16415,9/9/2014,37.7985429,-122.4391739,37.8011476,-122.411219
73,139,13556000,WEBSTER ST,GREENWICH ST,FILBERT ST,6733,9/9/2014,37.7985429,-122.4391739,37.8011476,-122.411219
74,140,13556000,WEBSTER ST,GREENWICH ST,FILBERT ST,7568,9/9/2014,37.7985429,-122.4391739,37.8011476,-122.411219
75,141,3351000,BUCHANAN ST,GREENWICH ST,FILBERT ST,4723,9/9/2014,37.7985429,-122.4391739,37.8011476,-122.411219
76,142,3351000,BUCHANAN ST,GREENWICH ST,FILBERT ST,5684,9/9/2014,37.7985429,-122.4391739,37.8011476,-122.411219
77,143,5564000,FILLMORE ST,GREENWICH ST,FILBERT ST,15106,9/9/2014,37.7985429,-122.4391739,37.8011476,-122.411219
78,144,8146000,LARKIN ST,BROADWAY ST,PACIFIC ST,14195,9/9/2014,37.7985429,-122.4391739,37.7953414,-122.4183024
79,146,11439102,SAN JOSE AVE NB,MILTON ST,ST MARY'S AVE,19293,9/10/2014,37.733834,-122.4294989,37.7345217,-122.427413
80,147,11011002,RICHLAND AVE,ARLINGTON ST,MISSION ST,2130,9/10/2014,37.7335646,-122.4323033,37.7310909,-122.4289637
81,148,11011002,RICHLAND AVE,ARLINGTON ST,MISSION ST,2001,9/10/2014,37.7335646,-122.4323033,37.7310909,-122.4289637
82,149,6909000,HIGHLAND AVE,ARLINGTON ST,MISSION ST,587,9/10/2014,37.7335646,-122.4323033,37.7310909,-122.4289637
83,150,6909000,HIGHLAND AVE,ARLINGTON ST,MISSION ST,625,9/10/2014,37.7335646,-122.4323033,37.7310909,-122.4289637
84,151,9031002,MILTON ST,SAN JOSE AVE,BOSWORTH ST,440,9/10/2014,37.7406904,-122.423847,37.7338987,-122.4357554
85,153,10560000,POLK ST,GEARY BLVD,O'FARRELL ST,16396,9/10/2014,37.7829218,-122.443126,37.7850988,-122.4196882
86,154,3351000,BUCHANAN ST,GREENWICH ST,FILBERT ST,5639,9/10/2014,37.7985429,-122.4391739,37.8011476,-122.411219
87,155,5564000,FILLMORE ST,GREENWICH ST,FILBERT ST,14412,9/10/2014,37.7985429,-122.4391739,37.8011476,-122.411219
88,157,5831000,FRANKLIN ST,BROADWAY ST,PACIFIC ST,102805,9/10/2014,37.7985429,-122.4391739,37.7953414,-122.4183024
89,158,5836000,FRANKLIN ST,GREENWICH ST,FILBERT ST,74581,9/10/2014,37.7985429,-122.4391739,37.8011476,-122.411219
90,159,6343000,GOUGH ST,BROADWAY ST,PACIFIC ST,3213,9/10/2014,37.7985429,-122.4391739,37.7953414,-122.4183024
91,164,7980000,LAGUNA ST,GREENWICH ST,FILBERT ST,8081,9/10/2014,37.7985429,-122.4391739,37.8011476,-122.411219
92,166,8146000,LARKIN ST,BROADWAY ST,PACIFIC ST,14214,9/10/2014,37.7985429,-122.4391739,37.7953414,-122.4183024
93,167,8146000,LARKIN ST,BROADWAY ST,PACIFIC ST,8408,9/10/2014,37.7985429,-122.4391739,37.7953414,-122.4183024
94,172,3351000,BUCHANAN ST,GREENWICH ST,FILBERT ST,4638,9/10/2014,37.7985429,-122.4391739,37.8011476,-122.411219
95,174,10560000,POLK ST,GEARY BLVD,O'FARRELL ST,31026,9/10/2014,37.7829218,-122.443126,37.7850988,-122.4196882
96,176,10581000,POLK ST,GREENWICH ST,FILBERT ST,16170,9/10/2014,37.7985429,-122.4391739,37.8011476,-122.411219
97,182,10012000,ORTEGA ST,24TH AVE,25TH AVE,2010,9/11/2014,37.7633353,-122.4825047,37.7725724,-122.4842075
98,183,11011002,RICHLAND AVE,ARLINGTON ST,MISSION ST,2167,9/11/2014,37.7335646,-122.4323033,37.7310909,-122.4289637
99,184,11011002,RICHLAND AVE,ARLINGTON ST,MISSION ST,1998,9/11/2014,37.7335646,-122.4323033,37.7310909,-122.4289637
100,185,10012000,ORTEGA ST,24TH AVE,25TH AVE,2210,9/11/2014,37.7633353,-122.4825047,37.7725724,-122.4842075
101,186,6909000,HIGHLAND AVE,ARLINGTON ST,MISSION ST,596,9/11/2014,37.7335646,-122.4323033,37.7310909,-122.4289637
102,187,9031002,MILTON ST,SAN JOSE AVE,BOSWORTH ST,421,9/11/2014,37.7406904,-122.423847,37.7334738,-122.4293591
103,188,6909000,HIGHLAND AVE,ARLINGTON ST,MISSION ST,636,9/11/2014,37.7335646,-122.4323033,37.7310909,-122.4289637
104,190,3351000,BUCHANAN ST,GREENWICH ST,FILBERT ST,5085,9/11/2014,37.7985429,-122.4391739,37.8011476,-122.411219
105,191,3351000,BUCHANAN ST,GREENWICH ST,FILBERT ST,6231,9/11/2014,37.7985429,-122.4391739,37.8011476,-122.411219
106,194,5836000,FRANKLIN ST,GREENWICH ST,FILBERT ST,74873,9/11/2014,37.7985429,-122.4391739,37.8011476,-122.411219
107,195,6343000,GOUGH ST,BROADWAY ST,PACIFIC ST,3113,9/11/2014,37.7985429,-122.4391739,37.7953414,-122.4183024
108,204,10560000,POLK ST,GEARY BLVD,O'FARRELL ST,15373,9/11/2014,37.7829218,-122.443126,37.7850988,-122.4196882
109,205,10560000,POLK ST,GEARY BLVD,O'FARRELL ST,31299,9/11/2014,37.7829218,-122.443126,37.7850988,-122.4196882
110,210,13556000,WEBSTER ST,GREENWICH ST,FILBERT ST,7252,9/11/2014,37.7985429,-122.4391739,37.8011476,-122.411219
111,211,13556000,WEBSTER ST,GREENWICH ST,FILBERT ST,7786,9/11/2014,37.7985429,-122.4391739,37.8011476,-122.411219
112,212,5831000,FRANKLIN ST,BROADWAY ST,PACIFIC ST,101870,9/11/2014,37.7985429,-122.4391739,37.7953414,-122.4183024
113,220,7119000,HYDE ST,GEARY BLVD,O'FARRELL ST,61102,9/16/2014,37.7829218,-122.443126,37.7852604,-122.4164164
114,221,8131000,LARKIN ST,GEARY BLVD,O'FARRELL ST,14208,9/16/2014,37.7829218,-122.443126,37.7850454,-122.417808
115,223,10443000,PIERCE ST,GREENWICH ST,FILBERT ST,6739,9/16/2014,37.7985429,-122.4391739,37.8011476,-122.411219
116,224,10443000,PIERCE ST,GREENWICH ST,FILBERT ST,6929,9/16/2014,37.7985429,-122.4391739,37.8011476,-122.411219
117,225,11713000,SCOTT ST,GREENWICH ST,FILBERT ST,7867,9/16/2014,37.7985429,-122.4391739,37.8011476,-122.411219
118,226,11713000,SCOTT ST,GREENWICH ST,FILBERT ST,8899,9/16/2014,37.7985429,-122.4391739,37.8011476,-122.411219
119,233,7119000,HYDE ST,GEARY BLVD,O'FARRELL ST,65569,9/17/2014,37.7829218,-122.443126,37.7852604,-122.4164164
120,234,8131000,LARKIN ST,GEARY BLVD,O'FARRELL ST,14193,9/17/2014,37.7829218,-122.443126,37.7850454,-122.417808
121,237,10443000,PIERCE ST,GREENWICH ST,FILBERT ST,6654,9/17/2014,37.7985429,-122.4391739,37.8011476,-122.411219
122,238,10443000,PIERCE ST,GREENWICH ST,FILBERT ST,5692,9/17/2014,37.7985429,-122.4391739,37.8011476,-122.411219
123,239,11713000,SCOTT ST,GREENWICH ST,FILBERT ST,9170,9/17/2014,37.7985429,-122.4391739,37.8011476,-122.411219
124,241,11713000,SCOTT ST,GREENWICH ST,FILBERT ST,8937,9/17/2014,37.7985429,-122.4391739,37.8011476,-122.411219
125,248,8131000,LARKIN ST,GEARY BLVD,O'FARRELL ST,14901,9/18/2014,37.7829218,-122.443126,37.7850454,-122.417808
126,251,10443000,PIERCE ST,GREENWICH ST,FILBERT ST,6423,9/18/2014,37.7985429,-122.4391739,37.8011476,-122.411219
127,252,10443000,PIERCE ST,GREENWICH ST,FILBERT ST,6704,9/18/2014,37.7985429,-122.4391739,37.8011476,-122.411219
128,253,11713000,SCOTT ST,GREENWICH ST,FILBERT ST,8829,9/18/2014,37.7985429,-122.4391739,37.8011476,-122.411219
129,254,11713000,SCOTT ST,GREENWICH ST,FILBERT ST,9489,9/18/2014,37.7985429,-122.4391739,37.8011476,-122.411219
130,255,7119000,HYDE ST,GEARY BLVD,O'FARRELL ST,64632,9/18/2014,37.7829218,-122.443126,37.7852604,-122.4164164
131,259,11011002,RICHLAND AVE,ARLINGTON ST,MISSION ST,1961,9/23/2014,37.7335646,-122.4323033,37.7310909,-122.4289637
132,260,11011002,RICHLAND AVE,ARLINGTON ST,MISSION ST,2240,9/23/2014,37.7335646,-122.4323033,37.7310909,-122.4289637
133,262,7124000,HYDE ST,BUSH ST,PINE ST,46439,9/23/2014,37.7890891,-122.416631,37.7901698,-122.417317
134,263,8124000,LARKIN ST,TURK ST,GOLDEN GATE AVE,60934,9/23/2014,37.7824862,-122.417155,37.7816939,-122.417125
135,275,7124000,HYDE ST,BUSH ST,PINE ST,46470,9/24/2014,37.7890891,-122.416631,37.7901698,-122.417317
136,276,8124000,LARKIN ST,TURK ST,GOLDEN GATE AVE,60479,9/24/2014,37.7824862,-122.417155,37.7816939,-122.417125
137,277,8138000,LARKIN ST,BUSH ST,PINE ST,36011,9/24/2014,37.7882928,-122.4235039,37.7913012,-122.4073583
138,282,8124000,LARKIN ST,TURK ST,GOLDEN GATE AVE,60118,9/25/2014,37.7824862,-122.417155,37.7816939,-122.417125
139,286,7124000,HYDE ST,BUSH ST,PINE ST,48760,9/25/2014,37.7890891,-122.416631,37.7901698,-122.417317
140,287,8138000,LARKIN ST,BUSH ST,PINE ST,36658,9/25/2014,37.7882928,-122.4235039,37.7913012,-122.4073583
141,288,5796000,FRANKLIN ST,MARKET ST,OAK ST,55001,10/21/2014,37.7525335,-122.4427149,37.7714109,-122.4534023
142,290,5796000,FRANKLIN ST,MARKET ST,OAK ST,60281,10/22/2014,37.7525335,-122.4427149,37.7714109,-122.4534023
143,293,5796000,FRANKLIN ST,MARKET ST,OAK ST,60997,10/23/2014,37.7525335,-122.4427149,37.7714109,-122.4534023
144,294,7112000,HYDE ST,FULTON ST,GROVE ST,79927,10/28/2014,37.7734186,-122.4656809,37.7792502,-122.4151477
145,295,8120000,LARKIN ST,HAYES ST,GROVE ST,65178,10/28/2014,37.7777686,-122.416739,37.7789319,-122.416538
146,296,7112000,HYDE ST,FULTON ST,GROVE ST,81521,10/29/2014,37.7734186,-122.4656809,37.7760298,-122.437281
147,297,8120000,LARKIN ST,HAYES ST,GROVE ST,66517,10/29/2014,37.7777686,-122.416739,37.7789319,-122.416538
148,298,7112000,HYDE ST,FULTON ST,GROVE ST,81119,10/30/2014,37.7734186,-122.4656809,37.7760298,-122.437281
149,299,8120000,LARKIN ST,HAYES ST,GROVE ST,65953,10/30/2014,37.7777686,-122.416739,37.7789319,-122.416538
150,302,7498000,JERROLD AVE,QUINT ST,PHELPS ST,3832,1/6/2015,37.7410262,-122.393143,37.7398403,-122.39145
151,303,7498000,JERROLD AVE,QUINT ST,PHELPS ST,3002,1/6/2015,37.7410262,-122.393143,37.7398403,-122.39145
152,305,13537101,WEBSTER ST,ELLIS ST,O'FARRELL ST,8221,1/6/2015,37.7855844,-122.4072072,37.7862678,-122.4093404
153,306,8615000,MADRONE AVE,ULLOA ST,VICENTE ST,390,1/6/2015,37.7407953,-122.4623472,37.7384903,-122.4944068
154,307,8615000,MADRONE AVE,ULLOA ST,VICENTE ST,241,1/6/2015,37.7407953,-122.4623472,37.7384903,-122.4944068
155,308,9256000,MONTANA ST,ORIZABA AVE,CAPITAL AVE,237,1/6/2015,37.7137947,-122.4625712,37.7384903,-122.4944068
156,309,13537201,WEBSTER ST,ELLIS ST,O'FARRELL ST,6665,1/6/2015,37.7855844,-122.4072072,37.7862678,-122.4093404
157,310,7247000,INGERSON AVE,HAWES ST,GRIFFITH ST,180,1/6/2015,37.7180694,-122.3910132,37.7171182,-122.3893839
158,311,7247000,INGERSON AVE,HAWES ST,GRIFFITH ST,333,1/6/2015,37.7180694,-122.3910132,37.7171182,-122.3893839
159,316,13538201,WEBSTER ST,O'FARRELL ST,GEARY BLVD,5330,1/6/2015,37.7862678,-122.4093404,37.7848429,-122.4309284
160,317,9256000,MONTANA ST,ORIZABA AVE,CAPITAL AVE,291,1/6/2015,37.7137947,-122.4625712,37.7848429,-122.4309284
161,318,9170000,MISSION ST,LEO ST,RUSSIA AVE,3138,1/6/2015,37.7229428,-122.437729,37.7214246,-122.4371688
162,320,13524001,WEBSTER ST,PAGE ST,HAIGHT ST,2849,1/6/2015,37.7728238,-122.432412,37.7713924,-122.4286167
163,325,13538101,WEBSTER ST,O'FARRELL ST,GEARY BLVD,7308,1/6/2015,37.7862678,-122.4093404,37.7848429,-122.4309284
164,330,3274000,BRUSSELS ST,WILDE AVE,CAMPBELL AVE,121,1/6/2015,37.71808,-122.40823,37.715059,-122.405523
165,333,13524001,WEBSTER ST,PAGE ST,HAIGHT ST,2669,1/6/2015,37.7728238,-122.432412,37.7713924,-122.4286167
166,336,10756000,PRENTISS ST,JARBOE AVE,CORTLAND AVE,420,1/6/2015,37.7381357,-122.4102647,37.7398009,-122.412015
167,337,2699000,BALMY AVE,24TH ST,25TH ST,77,1/6/2015,37.7518357,-122.425243,37.7508128,-122.4155588
168,338,9170000,MISSION ST,LEO ST,RUSSIA AVE,2825,1/6/2015,37.7229428,-122.437729,37.7214246,-122.4371688
169,339,9747101,O'SHAUGHNESSY BLVD,DEL VALE AVE,PORTOLA DR,9244,1/7/2015,37.7421804,-122.4461908,37.7450726,-122.451384
170,340,9747201,O'SHAUGHNESSY BLVD,DEL VALE AVE,PORTOLA DR,7298,1/7/2015,37.7421804,-122.4461908,37.7450726,-122.451384
171,345,1875000,39TH AVE,ORTEGA ST,NORIEGA ST,443,1/7/2015,37.7524726,-122.4742227,37.7531909,-122.498053
172,351,1875000,39TH AVE,ORTEGA ST,NORIEGA ST,484,1/7/2015,37.7524726,-122.4742227,37.7531909,-122.498053
173,358,6566000,GROVE ST,LYON ST,BAKER ST,975,1/7/2015,37.7975256,-122.4471771,37.7765313,-122.4415248
174,359,6566000,GROVE ST,LYON ST,BAKER ST,847,1/7/2015,37.7975256,-122.4471771,37.7765313,-122.4415248
175,362,552000,14TH AVE,LAKE ST,WEDEMEYER ST,1415,1/7/2015,37.7857054,-122.48623,37.7889504,-122.4756447
176,364,9021000,MIGUEL ST,BEMIS ST,BEACON ST,735,1/7/2015,37.7384132,-122.4287443,37.740838,-122.432936
177,365,4620000,DAY ST,SANCHEZ ST,CHURCH ST,651,1/7/2015,37.753957,-122.429884,37.7672666,-122.4292613
178,367,9021000,MIGUEL ST,BEMIS ST,BEACON ST,611,1/7/2015,37.7384132,-122.4287443,37.740838,-122.432936
179,369,4620000,DAY ST,SANCHEZ ST,CHURCH ST,595,1/7/2015,37.753957,-122.429884,37.7672666,-122.4292613
180,371,12305000,SUSSEX ST,CASTRO ST,DIAMOND ST,164,1/7/2015,37.762413,-122.4351739,37.7331279,-122.4342876
181,372,12305000,SUSSEX ST,CASTRO ST,DIAMOND ST,148,1/7/2015,37.762413,-122.4351739,37.7331279,-122.4342876
182,374,8395000,LINDEN AVE,BUCHANAN ST,LAGUNA ST,94,1/7/2015,37.7817772,-122.4290408,37.7750597,-122.4260018
183,375,8395000,LINDEN AVE,BUCHANAN ST,LAGUNA ST,145,1/7/2015,37.7817772,-122.4290408,37.7750597,-122.4260018
184,376,6904000,HICKORY ST,WEBSTER ST,BUCHANAN ST,229,1/7/2015,37.7806563,-122.4303536,37.7817772,-122.4290408
185,379,552000,14TH AVE,LAKE ST,WEDEMEYER ST,46,1/7/2015,37.7857054,-122.48623,37.7889504,-122.4756447
186,381,4215000,CLIPPER ST,DIAMOND ST,CASTRO ST,4674,1/7/2015,37.7486862,-122.436003,37.762413,-122.4351739
187,384,8773101,MARKET ST,DANVERS ST,HATTIE ST,7056,1/13/2015,37.7596655,-122.443036,37.760861,-122.441002
188,385,8773101,MARKET ST,DANVERS ST,HATTIE ST,7222,1/13/2015,37.7596655,-122.443036,37.760861,-122.441002
189,388,499000,12TH AVE,FULTON ST,CABRILLO ST,819,1/13/2015,37.7734186,-122.4656809,37.7751274,-122.469243
190,389,737000,16TH ST,LANDERS ST,DOLORES ST,7611,1/13/2015,37.7656638,-122.4277074,37.7645565,-122.4266764
191,390,737000,16TH ST,LANDERS ST,DOLORES ST,7611,1/13/2015,37.7656638,-122.4277074,37.7645565,-122.4266764
192,391,4870101,DOLORES ST,19TH ST,18TH ST,7019,1/13/2015,37.7600692,-122.4238274,37.7614288,-122.4260772
193,393,8898000,MCALLISTER ST,WEBSTER ST,LAGUNA ST,2885,1/13/2015,37.7806563,-122.4303536,37.7793073,-122.4271846
194,394,1506000,26TH ST,RHODE ISLAND ST,DE HARO ST,1468,1/13/2015,37.7506875,-122.401123,37.7508582,-122.400146
195,395,4870201,DOLORES ST,19TH ST,18TH ST,6128,1/13/2015,37.7600692,-122.4238274,37.7614288,-122.4260772
196,396,499000,12TH AVE,FULTON ST,CABRILLO ST,299,1/13/2015,37.7734186,-122.4656809,37.7751274,-122.469243
197,397,10815000,QUESADA AVE,LANE ST,3RD ST,1325,1/13/2015,37.7311383,-122.3906549,37.7770808,-122.3905503
198,399,8898000,MCALLISTER ST,WEBSTER ST,LAGUNA ST,1567,1/13/2015,37.7806563,-122.4303536,37.7793073,-122.4271846
199,400,10815000,QUESADA AVE,LANE ST,3RD ST,656,1/13/2015,37.7311383,-122.3906549,37.7770808,-122.3905503
200,403,721000,16TH ST,SHOTWELL ST,FOLSOM ST,8447,1/13/2015,37.7652037,-122.4161172,37.7654116,-122.4151442
201,405,721000,16TH ST,SHOTWELL ST,FOLSOM ST,8447,1/13/2015,37.7652037,-122.4161172,37.7654116,-122.4151442
202,407,721000,16TH ST,SHOTWELL ST,FOLSOM ST,6933,1/13/2015,37.7652037,-122.4161172,37.7654116,-122.4151442
203,408,721000,16TH ST,SHOTWELL ST,FOLSOM ST,6933,1/13/2015,37.7652037,-122.4161172,37.7654116,-122.4151442
204,411,737000,16TH ST,LANDERS ST,DOLORES ST,5515,1/13/2015,37.7656638,-122.4277074,37.7645565,-122.4266764
